time,value
2017-01-01T00:28:02.683,2.159121
2017-01-01T00:28:04.493,2.163164
2017-01-01T00:28:04.993,2.1675584
2017-01-01T00:28:05.587,2.1723046
2017-01-01T00:28:06.193,2.1766992
2017-01-01T00:28:06.707,2.180742
2017-01-01T00:28:11.59,2.1766992
2017-01-01T00:28:25.257,2.1724803
2017-01-01T00:28:26.083,2.1684375
2017-01-01T00:28:30.687,2.172656
2017-01-01T00:28:43.493,2.1766992
2017-01-01T00:29:19.187,2.1810937
2017-01-01T00:29:19.687,2.1860156
2017-01-01T00:29:25.193,2.1817968
2017-01-01T00:29:25.487,2.1777537
2017-01-01T00:29:25.893,2.1724803
2017-01-01T00:29:44.397,2.1765234
2017-01-01T00:29:44.583,2.180742
2017-01-01T00:29:44.787,2.1849608
2017-01-01T00:29:45.083,2.1914647
2017-01-01T00:29:45.287,2.1960351
2017-01-01T00:29:45.487,2.2002537
2017-01-01T00:29:55.393,2.1962109
2017-01-01T00:29:57.983,2.1921678
2017-01-01T00:29:58.483,2.1875975
2017-01-01T00:29:58.887,2.1835546
2017-01-01T00:29:59.183,2.178281
2017-01-01T00:29:59.387,2.1737108
2017-01-01T00:29:59.59,2.1693163
2017-01-01T00:29:59.717,2.164746
2017-01-01T00:29:59.997,2.1601756
2017-01-01T00:30:00.183,2.155781
2017-01-01T00:30:06.19,2.1598241
2017-01-01T00:30:13.897,2.163867
2017-01-01T00:30:29.59,2.16791
2017-01-01T00:31:01.087,2.172656
2017-01-01T00:31:18.09,2.1680858
2017-01-01T00:31:18.183,0.1626365
2017-01-01T00:31:18.387,0.1543748
2017-01-01T00:31:18.497,0.150332
2017-01-01T00:31:18.587,0.1461132
2017-01-01T00:31:18.777,0.139082
2017-01-01T00:31:18.887,0.13416
2017-01-01T00:31:18.993,2.1301172
2017-01-01T00:31:19.087,2.1258984
2017-01-01T00:31:19.29,2.1188672
2017-01-01T00:31:25.593,2.1230857
2017-01-01T00:31:26.59,2.1280077
2017-01-01T00:31:26.763,2.1336327
2017-01-01T00:31:26.98,2.1396093
2017-01-01T00:31:27.183,2.1457617
2017-01-01T00:31:27.387,2.1513865
2017-01-01T00:31:27.59,2.1573632
2017-01-01T00:31:27.793,2.163164
2017-01-01T00:31:28.76,2.167207
2017-01-01T00:31:29.18,2.171953
2017-01-01T00:31:29.587,2.1761718
2017-01-01T00:31:29.993,2.1805663
2017-01-01T00:31:53.597,2.1763475
2017-01-01T00:31:53.89,2.1707225
2017-01-01T00:31:54.187,2.1652734
2017-01-01T00:31:54.483,2.1596484
2017-01-01T00:31:54.717,2.1549022
2017-01-01T00:31:59.883,2.1589453
2017-01-01T00:32:00.88,2.1629882
2017-01-01T00:32:01.69,2.167207
2017-01-01T00:32:02.393,2.1716015
2017-01-01T00:32:03.08,2.1761718
2017-01-01T00:32:03.593,2.180918
2017-01-01T00:32:03.89,2.1849608
2017-01-01T00:32:04.187,2.1891797
2017-01-01T00:32:04.483,2.1932225
2017-01-01T00:32:05.793,2.1972656
2017-01-01T00:32:12.283,2.1932225
2017-01-01T00:32:21.287,2.1891797
2017-01-01T00:32:24.983,2.1851366
2017-01-01T00:32:27.68,2.1810937
2017-01-01T00:32:28.883,2.1770506
2017-01-01T00:32:29.583,2.1724803
2017-01-01T00:32:55.59,2.175293
2017-01-01T00:32:55.683,2.1754687
2017-01-01T00:32:55.887,2.17582
2017-01-01T00:32:56.09,2.175996
2017-01-01T00:32:56.26,2.1761718
2017-01-01T00:32:56.387,2.1765234
2017-01-01T00:32:56.493,2.1766992
2017-01-01T00:32:56.587,2.1768749
2017-01-01T00:32:58.007,2.1774023
2017-01-01T00:32:58.287,2.1770506
2017-01-01T00:32:58.49,2.1768749
2017-01-01T00:32:58.587,2.1766992
2017-01-01T00:32:58.693,2.1765234
2017-01-01T00:32:58.74,2.1763475
2017-01-01T00:32:59.083,2.1765234
2017-01-01T00:32:59.193,2.1763475
2017-01-01T00:32:59.787,2.1765234
2017-01-01T00:32:59.8,2.1763475
2017-01-01T00:32:59.99,2.1765234
